,Start_blink,End_blink,Blink_frame,No_of_frames
0,596,602,598,6
1,632,637,634,5
2,718,725,720,7
3,1186,1189,1186,3
4,1284,1311,1285,27
5,1561,1572,1563,11
6,2482,2489,2484,7
7,2953,2957,2953,4
8,3337,3342,3339,5
9,3405,3486,3405,81
10,3487,3533,3487,46
11,3550,3558,3553,8
12,4040,4054,4043,14
13,4432,4436,4432,4
14,4537,4544,4537,7
15,5013,5029,5013,16
16,5030,5039,5030,9
17,5224,5233,5224,9
18,5854,5865,5856,11
19,6118,6127,6121,9
20,6172,6184,6172,12
21,6264,6270,6264,6
22,7603,7609,7605,6
23,7799,7806,7799,7
24,7820,7842,7822,22
25,8523,8527,8523,4
26,8929,8938,8931,9
27,9316,9322,9317,6
28,9784,9793,9787,9
29,10280,10288,10282,8
30,10311,10337,10312,26
31,10714,10718,10714,4
32,10930,10937,10930,7
33,11181,11193,11184,12
34,11638,11646,11640,8
35,12007,12011,12008,4
36,12038,12049,12040,11
37,13270,13290,13270,20
38,13323,13445,13323,122
39,13524,13540,13524,16
40,13545,13547,13545,2
41,13596,13603,13596,7
42,13708,13718,13710,10
43,14100,14116,14100,16
44,14378,14387,14380,9
45,14404,14408,14404,4
46,15072,15076,15072,4
47,15124,15146,15127,22
48,16133,16140,16136,7
49,16218,16230,16221,12
50,16364,16370,16364,6
51,16580,16586,16582,6
52,16611,16655,16611,44
53,16656,16660,16656,4
54,17815,17879,17816,64
55,18288,18292,18290,4
56,19357,19361,19357,4
57,19459,19465,19461,6
58,20342,20349,20344,7
59,20779,20820,20779,41
60,20908,20912,20909,4
61,21423,21444,21425,21
62,21662,21701,21664,39
63,22132,22135,22132,3
64,23425,23437,23426,12
65,25542,25553,25542,11
66,25653,25662,25655,9
67,25993,25997,25996,4
68,26030,26143,26030,113
69,26527,26534,26530,7
70,26554,26574,26554,20
71,27113,27130,27115,17
72,27587,27595,27590,8
73,28947,28953,28947,6
74,28996,29003,28999,7
75,29093,29154,29095,61
76,30541,30547,30541,6
77,30560,30565,30563,5
78,30639,30660,30641,21
79,30664,30674,30666,10
80,30677,30684,30679,7
81,30795,30800,30797,5
82,30822,30825,30822,3
83,30887,30911,30889,24
84,31337,31342,31337,5
85,31529,31535,31529,6
86,31740,31746,31742,6
87,31849,31989,31849,140
88,32079,32085,32079,6
89,32127,32129,32127,2
90,32170,32175,32173,5
91,32249,32252,32249,3
92,32289,32291,32289,2
93,32326,32330,32328,4
94,32354,32356,32354,2
95,32428,32442,32428,14
96,32443,32445,32443,2
