,Start_blink,End_blink,Blink_frame,No_of_frames
0,20,23,20,3
1,230,234,230,4
2,273,278,275,5
3,306,320,306,14
4,511,515,511,4
5,571,576,572,5
6,612,621,613,9
7,689,705,689,16
8,785,814,785,29
9,815,817,815,2
10,861,867,863,6
11,959,964,961,5
12,985,991,986,6
13,1060,1065,1061,5
14,1069,1074,1070,5
15,1113,1116,1113,3
16,1155,1158,1155,3
17,1252,1259,1252,7
18,1267,1270,1267,3
19,1323,1327,1325,4
20,1396,1400,1398,4
21,1419,1423,1421,4
22,1438,1441,1438,3
23,1477,1482,1477,5
24,1511,1518,1513,7
25,1528,1531,1528,3
26,1591,1596,1593,5
27,1654,1661,1654,7
28,1693,1699,1693,6
29,1726,1733,1727,7
30,1771,1782,1771,11
31,1815,1819,1815,4
32,1845,1853,1845,8
33,1873,1883,1873,10
34,1907,1913,1907,6
35,1958,1960,1958,2
36,1973,1978,1975,5
37,2047,2055,2047,8
38,2119,2124,2119,5
39,2165,2176,2165,11
40,2258,2261,2258,3
41,2331,2340,2332,9
42,2388,2395,2388,7
43,2438,2445,2440,7
44,2496,2500,2496,4
45,2553,2562,2553,9
46,2612,2618,2612,6
47,2726,2728,2726,2
48,2768,2771,2770,3
49,2816,2820,2816,4
50,2833,2837,2834,4
51,2857,2861,2857,4
52,2910,2916,2913,6
53,3013,3017,3013,4
54,3052,3056,3052,4
55,3114,3121,3114,7
56,3186,3189,3186,3
57,3253,3264,3253,11
58,3285,3291,3285,6
59,3309,3313,3310,4
60,3364,3378,3364,14
61,3491,3496,3492,5
62,3556,3559,3556,3
63,3591,3596,3592,5
64,3623,3628,3625,5
65,3649,3654,3651,5
66,3680,3686,3683,6
67,3689,3695,3692,6
68,3722,3735,3722,13
69,3747,3757,3747,10
70,3775,3780,3777,5
71,3796,3799,3796,3
72,3805,3807,3805,2
73,3868,3873,3868,5
74,3887,3891,3887,4
75,3912,3918,3914,6
76,3948,3954,3950,6
77,3989,3995,3989,6
78,4041,4067,4041,26
79,4068,4071,4068,3
80,4089,4095,4091,6
81,4182,4186,4182,4
82,4244,4246,4244,2
83,4274,4276,4274,2
84,4373,4387,4373,14
85,4439,4445,4441,6
86,4502,4505,4502,3
87,4545,4561,4545,16
88,4641,4646,4641,5
89,4713,4722,4713,9
90,4763,4769,4765,6
91,4794,4800,4794,6
92,4836,4841,4838,5
93,4872,4875,4872,3
94,5043,5047,5043,4
95,5051,5058,5053,7
96,5163,5207,5163,44
97,5273,5278,5275,5
98,5325,5330,5326,5
99,5410,5413,5410,3
100,5459,5462,5459,3
101,5523,5542,5523,19
102,5608,5612,5608,4
103,5641,5644,5641,3
104,5714,5721,5716,7
105,5766,5782,5766,16
106,5823,5830,5825,7
107,5898,5903,5898,5
108,5912,5916,5912,4
109,5926,5931,5926,5
110,6036,6049,6036,13
111,6066,6072,6068,6
112,6093,6098,6096,5
113,6112,6114,6112,2
114,6126,6131,6128,5
115,6171,6175,6171,4
116,6201,6206,6203,5
117,6264,6266,6264,2
118,6293,6297,6293,4
119,6336,6339,6336,3
120,6345,6348,6346,3
121,6415,6428,6415,13
122,6461,6466,6463,5
123,6497,6501,6497,4
124,6546,6558,6547,12
125,6586,6591,6587,5
126,6655,6668,6655,13
127,6706,6709,6706,3
128,6736,6741,6736,5
129,6769,6773,6770,4
130,6857,6871,6857,14
131,6900,6903,6900,3
132,6954,6958,6954,4
133,6989,6995,6989,6
134,7037,7041,7037,4
135,7067,7072,7069,5
136,7100,7104,7100,4
137,7137,7143,7137,6
138,7181,7210,7181,29
139,7211,7215,7211,4
140,7264,7271,7264,7
141,7503,7524,7503,21
142,7535,7537,7535,2
143,7600,7613,7600,13
144,7656,7662,7656,6
145,7682,7694,7682,12
146,7753,7760,7753,7
147,7788,7792,7788,4
148,7835,7838,7835,3
149,7907,7911,7907,4
150,8032,8054,8033,22
151,8101,8109,8101,8
152,8161,8166,8163,5
153,8189,8194,8189,5
154,8229,8233,8229,4
155,8274,8280,8277,6
156,8429,8433,8430,4
157,8472,8481,8472,9
158,8530,8539,8530,9
159,8540,8543,8540,3
160,8599,8606,8599,7
161,8624,8630,8626,6
162,8665,8669,8667,4
163,8713,8722,8716,9
164,8765,8769,8765,4
165,8773,8778,8776,5
166,8811,8816,8811,5
167,8934,8942,8934,8
168,9029,9031,9029,2
169,9136,9140,9136,4
170,9240,9256,9240,16
171,9291,9293,9291,2
172,9347,9351,9347,4
173,9367,9393,9367,26
174,9412,9415,9412,3
175,9444,9447,9444,3
176,9499,9514,9499,15
177,9564,9567,9564,3
178,9585,9589,9585,4
179,9673,9678,9673,5
180,9732,9734,9732,2
181,9782,9788,9782,6
182,9853,9857,9853,4
183,9919,9926,9921,7
184,9956,9960,9956,4
185,9968,9971,9968,3
186,10017,10037,10017,20
187,10293,10299,10293,6
188,10461,10467,10461,6
189,10487,10491,10487,4
190,10548,10554,10548,6
191,10656,10661,10658,5
192,10703,10722,10703,19
193,10723,10726,10723,3
194,10855,10858,10855,3
195,10884,10888,10884,4
196,10987,10997,10987,10
197,11057,11062,11059,5
198,11094,11126,11094,32
199,11166,11183,11166,17
200,11220,11225,11220,5
201,11248,11270,11248,22
202,11291,11299,11291,8
203,11407,11410,11407,3
204,11494,11499,11496,5
205,11786,11791,11786,5
206,12302,12308,12304,6
207,12559,12578,12559,19
208,12655,12663,12655,8
209,12681,12685,12681,4
210,12875,12887,12875,12
211,13005,13020,13005,15
212,13138,13144,13138,6
213,13368,13378,13370,10
214,13431,13441,13434,10
215,13469,13474,13469,5
216,13612,13617,13612,5
217,13627,13631,13627,4
218,13674,13679,13676,5
219,13782,13789,13782,7
220,13844,13851,13846,7
221,13875,13878,13875,3
222,13944,13950,13946,6
223,14018,14023,14021,5
224,14129,14133,14129,4
225,14203,14208,14205,5
226,14383,14387,14383,4
227,14520,14525,14523,5
228,14585,14590,14588,5
229,14607,14611,14607,4
230,14651,14655,14651,4
231,14792,14795,14792,3
232,14860,14867,14862,7
233,14888,14893,14888,5
234,15001,15009,15002,8
235,15050,15054,15051,4
236,15090,15094,15091,4
237,15140,15145,15142,5
238,15219,15225,15219,6
239,15268,15273,15268,5
240,15295,15298,15295,3
241,15309,15315,15309,6
242,15414,15418,15414,4
243,15659,15671,15659,12
244,15715,15725,15715,10
245,15726,15732,15726,6
246,15866,15871,15866,5
247,15877,15880,15877,3
248,15922,15928,15924,6
249,15984,15986,15984,2
250,16015,16030,16015,15
251,16056,16064,16058,8
252,16105,16108,16105,3
253,16195,16226,16195,31
254,16227,16230,16227,3
255,16310,16322,16310,12
256,16365,16368,16365,3
257,16410,16414,16410,4
258,16458,16460,16458,2
259,16487,16491,16487,4
260,16498,16500,16498,2
261,16559,16562,16559,3
262,16590,16594,16590,4
263,16708,16712,16708,4
264,16717,16721,16719,4
265,16836,16839,16836,3
266,16913,16918,16913,5
267,16950,16972,16950,22
268,17021,17028,17021,7
269,17037,17043,17038,6
270,17105,17112,17107,7
271,17197,17200,17197,3
272,17323,17328,17323,5
273,17345,17348,17345,3
274,17545,17549,17545,4
275,17588,17594,17590,6
276,17639,17641,17639,2
277,17676,17681,17676,5
278,17756,17761,17756,5
279,17897,17907,17897,10
280,17997,18000,17997,3
281,18056,18062,18056,6
282,18191,18197,18191,6
283,18314,18322,18314,8
284,18407,18413,18408,6
285,18535,18550,18536,15
286,18551,18553,18551,2
287,18626,18632,18626,6
288,18763,18765,18763,2
289,18805,18810,18805,5
290,18839,18842,18839,3
291,18865,18872,18865,7
292,18946,18950,18946,4
293,19052,19055,19052,3
294,19098,19102,19099,4
295,19156,19162,19156,6
296,19185,19192,19187,7
297,19224,19228,19225,4
298,19276,19279,19276,3
299,19432,19447,19432,15
300,19617,19644,19617,27
301,19975,19984,19975,9
302,20036,20056,20036,20
303,20078,20090,20078,12
304,20142,20159,20142,17
305,20251,20254,20251,3
306,20265,20272,20267,7
307,20293,20298,20293,5
308,20450,20458,20450,8
309,20496,20501,20496,5
310,20509,20513,20509,4
311,20569,20574,20571,5
312,20783,20795,20785,12
313,20840,20844,20840,4
314,20874,20880,20876,6
315,20937,20940,20937,3
316,20973,20976,20974,3
317,21038,21044,21039,6
318,21081,21090,21081,9
319,21219,21232,21220,13
320,21284,21287,21284,3
321,21614,21618,21614,4
322,21650,21655,21653,5
323,21768,21772,21768,4
324,21854,21856,21854,2
325,22039,22045,22041,6
326,22282,22288,22284,6
327,22312,22324,22312,12
328,22443,22449,22443,6
329,22515,22526,22516,11
330,22527,22529,22527,2
331,22594,22601,22594,7
332,22627,22631,22627,4
333,22662,22666,22662,4
334,22684,22689,22684,5
335,22754,22757,22754,3
336,22834,22837,22834,3
337,22913,22930,22913,17
338,23082,23087,23082,5
339,23150,23158,23150,8
340,23196,23199,23196,3
341,23212,23216,23214,4
342,23225,23231,23226,6
343,23284,23288,23285,4
344,23363,23374,23363,11
345,23434,23438,23434,4
346,23665,23692,23665,27
347,23727,23732,23728,5
348,23826,23829,23826,3
349,23967,23976,23970,9
350,23982,23986,23984,4
351,24092,24097,24094,5
352,24200,24206,24200,6
353,24327,24332,24329,5
354,24367,24371,24367,4
355,24472,24480,24474,8
356,24549,24553,24549,4
357,24558,24561,24558,3
358,24629,24747,24629,118
359,24765,24772,24765,7
360,24785,24791,24785,6
361,24833,24839,24835,6
362,24847,24852,24849,5
363,24915,24923,24915,8
364,24924,24928,24924,4
365,25087,25092,25087,5
366,25126,25129,25126,3
367,25168,25176,25170,8
368,25191,25196,25194,5
369,25232,25243,25233,11
370,25244,25247,25244,3
371,25362,25368,25364,6
372,25389,25391,25389,2
373,25453,25456,25453,3
374,25489,25496,25492,7
375,25526,25532,25526,6
376,25584,25591,25586,7
377,25655,25659,25657,4
378,25705,25711,25705,6
379,25746,25751,25748,5
380,25873,25880,25873,7
381,25960,25963,25960,3
382,26038,26046,26040,8
383,26171,26192,26171,21
384,26245,26250,26247,5
385,26322,26328,26322,6
386,26550,26557,26550,7
387,26717,26724,26718,7
388,26728,26731,26728,3
389,26834,26837,26834,3
390,26848,26851,26848,3
391,26972,26977,26972,5
392,27115,27136,27115,21
393,27193,27196,27193,3
394,27255,27262,27257,7
395,27266,27268,27266,2
396,27316,27319,27316,3
397,27344,27348,27344,4
398,27405,27414,27406,9
399,27511,27517,27511,6
400,27767,27772,27767,5
401,27821,27826,27821,5
402,27853,27878,27853,25
403,27988,27993,27988,5
404,27997,28000,27997,3
405,28173,28176,28173,3
406,28182,28184,28182,2
407,28309,28313,28309,4
408,28456,28460,28456,4
409,28496,28499,28496,3
410,28562,28567,28564,5
411,28604,28608,28604,4
412,28647,28652,28650,5
413,28676,28679,28676,3
414,28851,28854,28851,3
415,28918,28921,28918,3
416,28971,28975,28973,4
417,29103,29107,29103,4
418,29522,29526,29522,4
419,29724,29731,29724,7
420,29889,29892,29889,3
421,29915,29923,29915,8
422,29924,29927,29924,3
423,30088,30097,30088,9
424,30210,30222,30213,12
425,30270,30275,30272,5
426,30309,30313,30310,4
427,30360,30365,30361,5
428,30395,30401,30397,6
429,30547,30553,30549,6
430,30636,30644,30637,8
431,30801,30810,30801,9
432,30860,30864,30860,4
433,30929,30933,30929,4
434,30949,30954,30949,5
435,31140,31145,31140,5
436,31199,31205,31201,6
437,31270,31273,31270,3
438,31292,31296,31294,4
439,31306,31458,31308,152
440,31459,31464,31459,5
441,31575,31579,31577,4
442,31593,31648,31593,55
443,31676,31681,31677,5
444,31777,31784,31779,7
445,31819,31829,31822,10
446,31840,31845,31843,5
447,31855,31860,31857,5
448,31959,31963,31959,4
449,31999,32016,31999,17
450,32017,32020,32017,3
451,32083,32090,32083,7
452,32109,32114,32109,5
453,32313,32335,32313,22
454,32374,32380,32374,6
455,32419,32424,32420,5
456,32469,32472,32469,3
457,32526,32530,32527,4
458,32607,32612,32607,5
459,32618,32620,32618,2
460,32706,32709,32706,3
461,32760,32767,32762,7
462,32879,32891,32879,12
463,32996,33004,32998,8
464,33057,33078,33057,21
465,33109,33115,33111,6
466,33159,33163,33159,4
467,33190,33197,33192,7
468,33353,33356,33353,3
469,33421,33424,33421,3
470,33431,33434,33431,3
471,33444,33446,33444,2
472,33502,33513,33503,11
473,33514,33517,33514,3
474,33573,33576,33573,3
475,33593,33595,33593,2
476,33649,33652,33649,3
477,33688,33696,33690,8
478,33720,33725,33720,5
479,33764,33769,33766,5
480,33808,33815,33810,7
481,33861,33865,33861,4
482,33883,33888,33885,5
483,33899,33901,33899,2
484,34034,34038,34034,4
485,34142,34156,34142,14
486,34325,34328,34325,3
487,34384,34388,34384,4
488,34530,34534,34530,4
489,34612,34619,34612,7
490,34665,34669,34665,4
491,34801,34826,34803,25
492,34877,34880,34877,3
493,34997,35004,34997,7
494,35044,35048,35044,4
495,35117,35120,35117,3
496,35162,35166,35164,4
497,35331,35334,35331,3
498,35472,35484,35472,12
499,35588,35592,35588,4
500,35648,35653,35648,5
501,35773,35779,35773,6
502,35921,35925,35923,4
503,35953,35956,35953,3
504,36065,36072,36065,7
505,36081,36084,36081,3
506,36093,36098,36093,5
507,36206,36209,36206,3
508,36486,36491,36487,5
509,36531,36536,36531,5
510,36598,36606,36598,8
511,36634,36637,36634,3
512,36673,36676,36673,3
513,36706,36710,36706,4
514,36716,36720,36717,4
515,36940,36949,36942,9
516,36974,36977,36974,3
517,37059,37063,37059,4
518,37114,37118,37116,4
519,37171,37174,37171,3
520,37210,37223,37212,13
521,37224,37227,37224,3
522,37321,37325,37321,4
523,37377,37383,37379,6
524,37392,37397,37394,5
525,37410,37414,37412,4
526,37489,37495,37489,6
527,37568,37575,37568,7
528,37644,37653,37645,9
529,37930,37936,37930,6
530,38068,38106,38071,38
531,38119,38123,38121,4
532,38174,38179,38176,5
533,38184,38189,38186,5
534,38351,38353,38351,2
535,38420,38429,38421,9
536,38483,38512,38483,29
537,38622,38638,38622,16
538,38682,38689,38683,7
539,38736,38742,38738,6
540,38814,38821,38817,7
541,38864,38872,38867,8
542,38884,38893,38887,9
543,38932,38939,38935,7
544,38943,38951,38946,8
545,38986,38990,38987,4
546,39025,39029,39025,4
547,39072,39078,39075,6
548,39111,39117,39113,6
549,39123,39128,39125,5
550,39189,39202,39189,13
551,39226,39232,39228,6
552,39277,39283,39280,6
553,39312,39321,39315,9
554,39360,39366,39362,6
555,39476,39479,39476,3
556,39530,39535,39532,5
557,39569,39574,39572,5
558,39685,39705,39687,20
559,39775,39784,39778,9
560,39829,39835,39832,6
561,39931,39938,39934,7
562,39984,39990,39986,6
563,40040,40045,40040,5
564,40099,40102,40099,3
565,40148,40156,40150,8
566,40231,40235,40231,4
567,40315,40318,40315,3
568,40378,40384,40379,6
569,40456,40461,40457,5
570,40478,40485,40478,7
571,40569,40575,40571,6
572,40608,40619,40608,11
573,40672,40677,40672,5
574,40732,40737,40732,5
575,40840,40846,40842,6
576,40881,40884,40881,3
577,40940,40947,40940,7
578,40979,40987,40979,8
579,41042,41051,41042,9
580,41100,41119,41100,19
581,41120,41125,41120,5
582,41145,41150,41147,5
583,41193,41198,41193,5
584,41235,41252,41235,17
585,41253,41259,41253,6
586,41399,41404,41401,5
587,41535,41601,41535,66
588,41696,41707,41696,11
589,41734,41742,41737,8
590,41910,41921,41912,11
591,41960,41964,41960,4
592,42032,42037,42033,5
593,42056,42064,42056,8
594,42089,42093,42091,4
595,42233,42237,42234,4
596,42267,42272,42269,5
597,42335,42338,42335,3
598,42392,42397,42392,5
599,42451,42454,42451,3
600,42536,42540,42536,4
601,42583,42585,42583,2
602,42632,42637,42634,5
603,42641,42646,42644,5
604,42755,42759,42757,4
605,42821,42842,42821,21
606,42843,42846,42843,3
607,42940,42968,42942,28
608,43026,43030,43026,4
609,43062,43066,43062,4
610,43123,43128,43125,5
611,43345,43351,43347,6
612,43416,43434,43416,18
613,43492,43497,43494,5
614,43501,43507,43504,6
615,43579,43585,43582,6
616,43698,43703,43701,5
617,43795,43801,43797,6
618,44102,44109,44102,7
619,44429,44441,44429,12
620,44479,44484,44479,5
621,44530,44535,44532,5
622,44625,44628,44625,3
623,44698,44702,44698,4
624,44796,44805,44796,9
625,44944,44967,44947,23
626,45090,45095,45093,5
627,45194,45201,45197,7
628,45263,45268,45265,5
629,45348,45360,45351,12
630,45366,45376,45368,10
631,45428,45433,45428,5
632,45478,45482,45479,4
633,45511,45516,45513,5
634,45570,45575,45572,5
635,45634,45643,45637,9
636,45712,45719,45714,7
637,45746,45754,45746,8
638,45808,45814,45810,6
639,45896,45915,45896,19
640,46006,46019,46007,13
641,46066,46069,46066,3
642,46083,46110,46083,27
