,Start_blink,End_blink,Blink_frame,No_of_frames
0,80,85,83,5
1,181,185,182,4
2,264,268,265,4
3,379,381,380,2
4,398,403,400,5
5,428,432,429,4
6,469,472,470,3
7,480,531,483,51
8,562,568,563,6
9,891,897,892,6
10,1137,1140,1138,3
11,1521,1527,1524,6
12,1608,1618,1609,10
13,1784,1787,1785,3
14,1941,1947,1943,6
15,1956,1959,1957,3
16,2120,2124,2122,4
17,2315,2317,2316,2
18,2419,2424,2422,5
19,2548,2551,2549,3
20,2959,2964,2961,5
21,3173,3178,3174,5
22,3203,3212,3204,9
23,3275,3283,3278,8
24,3355,3361,3356,6
25,3731,3734,3732,3
26,3936,3941,3937,5
27,4003,4007,4004,4
28,4030,4032,4031,2
29,4126,4128,4127,2
30,4275,4281,4279,6
31,4661,4664,4663,3
32,4810,4814,4812,4
33,5020,5024,5022,4
34,5083,5087,5084,4
35,5221,5224,5223,3
36,5417,5420,5419,3
37,5505,5510,5507,5
38,5665,5668,5666,3
39,5710,5714,5711,4
40,5808,5811,5810,3
41,5874,5878,5875,4
42,6281,6285,6282,4
43,6730,6734,6731,4
44,6786,6790,6787,4
45,6832,6835,6833,3
46,7038,7040,7039,2
47,7526,7530,7527,4
48,7588,7591,7590,3
49,7633,7636,7634,3
50,7870,7874,7872,4
51,8023,8026,8024,3
52,8204,8207,8205,3
53,8218,8220,8219,2
54,8341,8344,8342,3
55,8477,8481,8478,4
56,8571,8575,8573,4
57,8753,8757,8754,4
58,8811,8815,8813,4
59,9155,9159,9156,4
60,9254,9257,9255,3
61,9780,9783,9781,3
62,9799,9804,9800,5
63,9822,9828,9823,6
64,9940,9943,9941,3
65,10139,10144,10142,5
66,10258,10262,10260,4
67,10471,10475,10472,4
68,10542,10545,10543,3
69,10582,10588,10583,6
70,11721,11727,11722,6
71,11870,11873,11871,3
72,12169,12173,12172,4
73,12209,12211,12210,2
74,12373,12375,12374,2
75,12433,12437,12435,4
76,12468,12473,12470,5
77,12584,12589,12586,5
78,12692,12696,12695,4
79,13236,13239,13237,3
80,13722,13726,13724,4
81,13757,13761,13759,4
82,14004,14009,14006,5
83,14101,14103,14102,2
84,14176,14179,14177,3
85,14211,14216,14214,5
86,14300,14303,14301,3
87,14413,14418,14415,5
88,14905,14908,14906,3
89,15287,15290,15288,3
90,15431,15434,15432,3
91,15545,15549,15546,4
92,15574,15577,15575,3
93,15688,15692,15689,4
94,15754,15758,15756,4
95,15826,15830,15828,4
96,15948,15951,15949,3
97,16038,16041,16040,3
98,16067,16070,16069,3
99,16163,16165,16164,2
100,16406,16408,16407,2
101,16466,16471,16469,5
102,16602,16606,16603,4
103,16880,16885,16883,5
104,17032,17035,17033,3
105,17153,17155,17154,2
106,17176,17180,17177,4
107,17284,17287,17285,3
108,17500,17509,17502,9
109,17532,17536,17533,4
110,17668,17673,17670,5
111,17865,17868,17867,3
112,18180,18183,18181,3
113,18364,18368,18366,4
114,18599,18603,18600,4
115,18714,18718,18715,4
116,18903,18907,18905,4
117,18974,18978,18975,4
118,19099,19104,19100,5
119,19200,19205,19201,5
120,19281,19285,19282,4
121,19485,19489,19486,4
122,19694,19696,19695,2
123,19784,19786,19785,2
124,19839,19846,19842,7
125,19908,19942,19909,34
126,20019,20023,20020,4
127,20048,20051,20049,3
128,20116,20119,20117,3
129,20231,20240,20235,9
130,20420,20423,20421,3
131,20632,20635,20634,3
132,20658,20661,20659,3
133,20687,20689,20688,2
134,20883,20887,20885,4
135,21072,21077,21073,5
136,21184,21188,21186,4
137,21348,21353,21350,5
138,21427,21432,21429,5
139,21548,21552,21551,4
140,21662,21666,21664,4
141,21882,21886,21883,4
142,21904,21909,21906,5
143,22126,22132,22128,6
144,22204,22206,22205,2
145,22432,22436,22434,4
146,22802,22807,22805,5
147,23009,23012,23010,3
148,23349,23355,23351,6
149,23385,23392,23387,7
150,23470,23474,23472,4
151,23559,23562,23560,3
152,23764,23766,23765,2
153,23809,23813,23811,4
154,23826,23829,23827,3
155,23886,23890,23888,4
156,23922,23927,23925,5
157,23984,23989,23987,5
158,24043,24046,24044,3
159,24074,24077,24075,3
160,24197,24201,24198,4
161,24373,24378,24377,5
162,24535,24538,24536,3
163,24598,24601,24600,3
164,24708,24714,24711,6
165,24847,24850,24848,3
166,25043,25047,25045,4
167,25096,25108,25098,12
168,25137,25141,25139,4
169,25176,25180,25178,4
170,25391,25395,25393,4
171,25447,25453,25448,6
172,25476,25478,25477,2
173,25566,25572,25568,6
174,25583,25590,25587,7
175,25751,25757,25755,6
176,25823,25827,25824,4
177,25901,25907,25903,6
178,25913,25924,25914,11
179,25925,25935,25925,10
180,26056,26072,26057,16
181,26160,26168,26163,8
182,26248,26253,26249,5
183,26576,26580,26577,4
184,26638,26642,26639,4
185,26741,26744,26742,3
186,26940,26943,26941,3
187,27049,27051,27050,2
188,27089,27093,27090,4
189,27159,27163,27161,4
190,27440,27444,27441,4
191,27539,27545,27542,6
192,27654,27658,27656,4
193,27780,27785,27781,5
194,27868,27874,27869,6
195,27966,27971,27968,5
196,28043,28048,28046,5
197,28139,28143,28140,4
198,28281,28285,28282,4
199,28320,28325,28322,5
200,28402,28406,28403,4
201,28511,28515,28512,4
202,28673,28678,28675,5
203,28854,28858,28855,4
204,28882,28885,28884,3
205,29000,29004,29001,4
206,29027,29032,29028,5
207,29071,29074,29072,3
208,29087,29090,29088,3
209,29198,29203,29200,5
210,29297,29301,29300,4
211,29430,29435,29432,5
212,29514,29518,29515,4
213,29605,29609,29606,4
214,29694,29698,29695,4
215,29806,29810,29807,4
216,30106,30112,30110,6
217,30169,30173,30171,4
218,30262,30266,30263,4
219,30389,30393,30391,4
220,30454,30458,30456,4
221,30554,30556,30555,2
222,30695,30699,30696,4
223,30823,30828,30824,5
224,30916,30920,30917,4
225,30954,30958,30955,4
226,31027,31032,31029,5
227,31248,31250,31249,2
228,31354,31358,31356,4
229,31419,31422,31420,3
230,31616,31618,31617,2
231,32019,32023,32022,4
232,32141,32144,32143,3
233,32176,32181,32178,5
234,32329,32331,32330,2
235,32522,32525,32523,3
236,32548,32552,32550,4
237,32654,32660,32656,6
238,32938,32942,32940,4
239,33040,33044,33041,4
240,33099,33101,33100,2
241,33182,33186,33183,4
242,33364,33368,33365,4
243,33456,33459,33457,3
244,33544,33546,33545,2
245,33568,33572,33569,4
246,33646,33649,33648,3
247,33913,33916,33915,3
248,34005,34007,34006,2
249,34020,34022,34021,2
250,34136,34141,34140,5
251,34363,34366,34364,3
252,34638,34641,34640,3
253,34693,34698,34695,5
254,34816,34819,34817,3
255,34992,34997,34993,5
256,35044,35048,35045,4
257,35204,35211,35206,7
258,35342,35344,35343,2
259,35351,35360,35353,9
260,35483,35487,35484,4
261,35646,35649,35647,3
262,35717,35721,35718,4
263,35767,35769,35768,2
264,35967,35972,35968,5
265,36206,36210,36207,4
266,36259,36264,36262,5
267,36385,36390,36386,5
268,36669,36673,36670,4
269,36880,36883,36881,3
270,36981,36985,36982,4
271,37079,37082,37081,3
272,37227,37234,37228,7
273,37349,37351,37350,2
274,37475,37482,37476,7
275,37799,37802,37800,3
276,37898,37901,37900,3
277,37991,37994,37993,3
278,38461,38464,38462,3
279,38597,38602,38598,5
280,39064,39068,39065,4
281,39140,39144,39141,4
282,39230,39234,39231,4
283,39430,39432,39431,2
284,39529,39532,39531,3
285,39551,39554,39552,3
286,39607,39612,39609,5
287,39846,39849,39848,3
288,39895,39903,39898,8
289,39909,39914,39911,5
290,39974,39979,39976,5
291,40098,40101,40100,3
292,40262,40265,40263,3
293,40304,40308,40305,4
294,40392,40394,40393,2
295,40426,40430,40428,4
296,40521,40527,40523,6
297,40715,40718,40716,3
298,40807,40811,40808,4
299,41068,41071,41069,3
300,41379,41383,41381,4
301,41515,41519,41517,4
302,41756,41762,41759,6
303,41904,41911,41905,7
304,41989,41996,41993,7
305,42315,42318,42317,3
306,42493,42497,42495,4
307,42704,42707,42706,3
308,42845,42850,42846,5
309,42963,42966,42964,3
310,43104,43108,43106,4
311,43158,43165,43159,7
312,43324,43327,43325,3
313,43375,43378,43376,3
314,43488,43491,43489,3
315,43537,43541,43539,4
316,43608,43611,43609,3
317,43733,43737,43735,4
318,43818,43822,43820,4
319,43957,43961,43959,4
320,44133,44139,44135,6
321,44273,44277,44275,4
322,44312,44315,44313,3
323,44695,44699,44697,4
324,44728,44732,44730,4
325,44778,44783,44779,5
326,44799,44801,44800,2
327,44850,44854,44851,4
328,45003,45007,45005,4
329,45157,45161,45158,4
330,45290,45293,45292,3
331,45365,45369,45366,4
332,45564,45569,45567,5
333,45687,45689,45688,2
334,45775,45779,45778,4
335,45876,45878,45877,2
336,45978,45983,45982,5
337,46055,46058,46056,3
338,46197,46202,46199,5
339,46255,46259,46256,4
340,46505,46510,46508,5
341,46651,46655,46652,4
342,46793,46797,46795,4
343,46903,46906,46904,3
344,46933,46937,46934,4
345,46962,46966,46963,4
346,47025,47031,47027,6
347,47164,47166,47165,2
348,47319,47329,47320,10
349,47415,47418,47417,3
350,47491,47494,47492,3
351,47599,47603,47600,4
352,47686,47690,47687,4
353,47816,47820,47818,4
354,47925,47928,47926,3
355,48105,48108,48106,3
356,48188,48190,48189,2
357,48223,48226,48224,3
358,48275,48279,48276,4
359,48372,48376,48373,4
360,48527,48532,48530,5
361,48591,48594,48593,3
362,48634,48636,48635,2
363,48676,48679,48678,3
364,48796,48800,48798,4
365,48828,48833,48829,5
366,48868,48871,48869,3
367,48921,48924,48923,3
368,49163,49168,49164,5
369,49313,49315,49314,2
370,49500,49504,49502,4
371,49595,49598,49596,3
372,49732,49734,49733,2
373,49978,49981,49979,3
374,50119,50121,50120,2
375,50355,50357,50356,2
376,50390,50394,50391,4
377,50454,50458,50455,4
378,50533,50537,50534,4
379,50571,50574,50573,3
380,50713,50716,50714,3
381,51022,51026,51024,4
382,51131,51135,51133,4
383,51290,51292,51291,2
384,51316,51318,51317,2
385,51351,51354,51352,3
386,51531,51534,51532,3
387,51723,51726,51724,3
388,51772,51777,51773,5
389,51892,51895,51894,3
390,52299,52302,52300,3
391,52381,52384,52382,3
392,52476,52479,52478,3
393,52710,52713,52711,3
394,52891,52894,52892,3
395,52946,52951,52950,5
396,53658,53662,53660,4
397,53762,53764,53763,2
398,53909,53914,53911,5
399,54010,54015,54011,5
400,54112,54115,54113,3
401,54186,54190,54187,4
402,54268,54271,54270,3
403,54390,54394,54391,4
404,54523,54526,54524,3
405,54616,54620,54618,4
406,54732,54736,54734,4
407,54965,54969,54967,4
408,55274,55284,55277,10
409,55336,55341,55338,5
410,55395,55399,55396,4
411,55492,55497,55493,5
412,55566,55570,55567,4
413,55673,55677,55674,4
414,56077,56080,56078,3
415,56122,56125,56123,3
416,56390,56392,56391,2
417,56431,56435,56432,4
418,56588,56592,56590,4
419,56789,56791,56790,2
420,57059,57064,57062,5
421,57462,57466,57463,4
422,57611,57614,57613,3
423,57737,57740,57738,3
424,57875,57879,57878,4
425,57969,57972,57970,3
426,58120,58125,58122,5
427,58171,58177,58173,6
428,58321,58323,58322,2
429,58490,58495,58491,5
430,58651,58655,58652,4
431,58696,58700,58698,4
432,58762,58764,58763,2
433,58851,58855,58852,4
434,58947,58950,58948,3
435,59010,59013,59011,3
436,59090,59093,59091,3
437,59131,59134,59133,3
438,59177,59180,59178,3
439,59213,59218,59215,5
440,59329,59331,59330,2
441,59382,59385,59383,3
442,59442,59444,59443,2
443,59632,59636,59634,4
444,59651,59656,59652,5
445,59671,59675,59672,4
446,59722,59728,59723,6
447,59782,59785,59783,3
448,59819,59824,59820,5
449,59848,59856,59850,8
450,60003,60006,60005,3
451,60045,60049,60046,4
452,60085,60091,60087,6
453,60250,60255,60251,5
454,60395,60398,60396,3
455,60452,60463,60455,11
456,60478,60480,60479,2
457,60602,60606,60603,4
458,60676,60682,60677,6
459,60690,60695,60692,5
460,60740,60744,60741,4
461,60820,60825,60823,5
462,60963,60966,60964,3
463,61002,61006,61003,4
464,61080,61083,61082,3
465,61122,61127,61123,5
466,61172,61174,61173,2
467,61248,61256,61249,8
468,61303,61307,61304,4
469,61486,61493,61487,7
470,61499,61501,61500,2
471,61729,61732,61730,3
472,61848,61852,61849,4
473,62008,62010,62009,2
474,62054,62057,62055,3
475,62229,62234,62230,5
476,62390,62393,62392,3
477,62501,62504,62502,3
478,62668,62670,62669,2
479,62689,62691,62690,2
480,62854,62858,62856,4
481,63011,63016,63014,5
482,63665,63671,63668,6
483,63740,63746,63741,6
484,63971,63976,63972,5
485,64253,64258,64255,5
486,64371,64374,64372,3
487,64390,64394,64391,4
488,64478,64480,64479,2
489,64501,64504,64502,3
490,64656,64660,64657,4
491,64830,64835,64833,5
492,64898,64900,64899,2
493,65116,65120,65118,4
494,65464,65470,65465,6
495,65687,65689,65688,2
496,65929,65935,65931,6
497,65961,65973,65962,12
498,66162,66166,66163,4
499,66181,66186,66182,5
500,66231,66236,66232,5
501,66340,66344,66342,4
502,66678,66680,66679,2
503,66770,66774,66771,4
504,66808,66813,66809,5
505,66938,66941,66939,3
506,67316,67320,67318,4
507,67333,67336,67334,3
508,67531,67534,67533,3
509,67740,67745,67743,5
510,67958,67963,67959,5
511,67994,67997,67995,3
512,68173,68175,68174,2
513,68318,68323,68321,5
514,68451,68458,68454,7
515,68473,68475,68474,2
516,68493,68496,68495,3
517,68619,68622,68620,3
518,68735,68738,68736,3
519,68808,68811,68809,3
520,68905,68908,68906,3
521,68953,68956,68954,3
522,69072,69075,69074,3
523,69100,69104,69101,4
524,69333,69336,69334,3
525,69525,69528,69526,3
526,69760,69764,69762,4
527,69890,69895,69892,5
528,69985,69990,69986,5
529,70074,70078,70077,4
530,70186,70191,70188,5
531,70240,70246,70242,6
532,70983,70986,70984,3
533,71300,71302,71301,2
534,71338,71343,71340,5
535,71702,71709,71706,7
536,71823,71826,71825,3
537,71947,71952,71950,5
538,71997,72002,71999,5
539,72218,72222,72220,4
540,72257,72259,72258,2
541,72442,72447,72444,5
542,72485,72489,72486,4
543,72636,72640,72637,4
544,72766,72770,72767,4
545,72889,72893,72892,4
546,73014,73019,73016,5
547,73173,73177,73175,4
548,73574,73578,73575,4
549,73768,73771,73770,3
550,73821,73824,73822,3
551,73989,73994,73992,5
552,74064,74069,74066,5
553,74219,74222,74220,3
554,74387,74392,74389,5
555,74675,74678,74676,3
556,74834,74837,74835,3
557,74959,74962,74960,3
558,75222,75225,75223,3
559,75317,75319,75318,2
560,75362,75365,75363,3
561,75658,75661,75659,3
562,75890,75894,75892,4
563,76073,76076,76074,3
564,76106,76110,76107,4
565,76544,76547,76545,3
566,76682,76685,76683,3
567,76806,76808,76807,2
568,77126,77129,77128,3
569,77831,77834,77832,3
570,78310,78312,78311,2
571,78710,78714,78711,4
572,78854,78857,78856,3
573,79083,79087,79085,4
574,79116,79119,79117,3
575,79238,79243,79239,5
576,79272,79276,79273,4
577,79520,79523,79521,3
578,79559,79567,79561,8
579,79590,79595,79592,5
580,79613,79621,79614,8
581,79632,79637,79634,5
582,79821,79827,79823,6
583,79864,79869,79867,5
584,79916,79921,79918,5
585,80107,80112,80109,5
586,80131,80135,80133,4
587,80227,80230,80229,3
588,80278,80280,80279,2
589,80355,80359,80356,4
590,80371,80373,80372,2
591,80516,80519,80518,3
592,80535,80538,80537,3
593,80615,80622,80618,7
594,80733,80735,80734,2
595,80951,80956,80952,5
596,81033,81036,81035,3
597,81107,81110,81109,3
598,81516,81519,81517,3
599,81878,81881,81880,3
600,82486,82490,82487,4
601,83092,83094,83093,2
602,83110,83112,83111,2
603,83492,83495,83493,3
604,84676,84678,84677,2
605,84954,84958,84956,4
606,85029,85032,85031,3
607,85866,85868,85867,2
608,86221,86224,86222,3
609,86330,86336,86332,6
610,87084,87087,87085,3
611,87533,87536,87534,3
612,87580,87583,87582,3
613,88184,88187,88185,3
614,89028,89031,89029,3
615,89135,89138,89136,3
616,89661,89665,89662,4
617,89705,89713,89706,8
618,89858,89860,89859,2
619,89893,89895,89894,2
620,90038,90042,90039,4
621,90058,90062,90061,4
622,90292,90297,90296,5
623,90354,90356,90355,2
624,90394,90397,90395,3
625,91126,91129,91127,3
626,91421,91426,91422,5
627,91993,91995,91994,2
628,92008,92013,92009,5
629,92759,92761,92760,2
630,92809,92812,92810,3
631,93155,93158,93156,3
632,93193,93196,93194,3
633,93221,93223,93222,2
634,93572,93574,93573,2
635,93916,93920,93917,4
636,94339,94343,94342,4
637,94473,94478,94476,5
638,94870,94872,94871,2
639,95667,95670,95668,3
640,95751,95755,95753,4
641,95872,95874,95873,2
642,96309,96313,96311,4
643,96330,96333,96332,3
644,96474,96476,96475,2
645,96536,96540,96539,4
646,96587,96591,96589,4
647,96603,96606,96604,3
648,96695,96698,96696,3
649,96731,96734,96732,3
650,96780,96784,96781,4
651,96870,96872,96871,2
652,97010,97014,97011,4
653,97194,97198,97195,4
654,97246,97249,97247,3
655,97349,97351,97350,2
656,97466,97470,97467,4
657,97550,97552,97551,2
658,97975,97977,97976,2
659,98450,98455,98454,5
660,98563,98567,98564,4
661,98818,98823,98820,5
662,98994,98998,98995,4
663,99173,99175,99174,2
664,99468,99471,99469,3
665,100034,100037,100035,3
666,100407,100411,100409,4
667,100430,100435,100431,5
668,100440,100443,100442,3
669,100606,100611,100608,5
670,100659,100662,100660,3
671,100689,100692,100690,3
672,100868,100873,100871,5
673,101042,101049,101045,7
674,101061,101063,101062,2
675,101732,101734,101733,2
676,102683,102687,102684,4
677,102907,102911,102908,4
