,Start_blink,End_blink,Blink_frame,No_of_frames
0,19,24,19,5
1,81,86,84,5
2,182,186,183,4
3,265,269,266,4
4,380,382,381,2
5,399,404,401,5
6,429,433,430,4
7,470,473,471,3
8,481,532,484,51
9,563,569,564,6
10,799,801,799,2
11,892,898,893,6
12,963,964,963,1
13,1138,1141,1139,3
14,1522,1528,1525,6
15,1609,1619,1610,10
16,1785,1788,1786,3
17,1942,1948,1944,6
18,1957,1960,1958,3
19,2121,2125,2123,4
20,2316,2318,2317,2
21,2420,2425,2423,5
22,2549,2552,2550,3
23,2960,2965,2962,5
24,3174,3179,3175,5
25,3204,3213,3205,9
26,3276,3284,3279,8
27,3356,3362,3357,6
28,3732,3735,3733,3
29,3937,3942,3938,5
30,4004,4008,4005,4
31,4031,4033,4032,2
32,4127,4129,4128,2
33,4276,4282,4280,6
34,4662,4665,4664,3
35,4811,4815,4813,4
36,5021,5025,5023,4
37,5084,5088,5085,4
38,5222,5225,5224,3
39,5418,5421,5420,3
40,5506,5511,5508,5
41,5666,5669,5667,3
42,5711,5715,5712,4
43,5809,5812,5811,3
44,5875,5879,5876,4
45,6005,6008,6005,3
46,6282,6286,6283,4
47,6530,6531,6530,1
48,6731,6735,6732,4
49,6787,6791,6788,4
50,6833,6836,6834,3
51,7039,7041,7040,2
52,7350,7353,7350,3
53,7527,7531,7528,4
54,7589,7592,7591,3
55,7634,7637,7635,3
56,7871,7875,7873,4
57,7946,7948,7946,2
58,8024,8027,8025,3
59,8205,8208,8206,3
60,8219,8221,8220,2
61,8342,8345,8343,3
62,8478,8482,8479,4
63,8572,8576,8574,4
64,8754,8758,8755,4
65,8812,8816,8814,4
66,9156,9160,9157,4
67,9255,9258,9256,3
68,9700,9701,9700,1
69,9781,9784,9782,3
70,9800,9805,9801,5
71,9823,9829,9824,6
72,9941,9944,9942,3
73,10140,10145,10143,5
74,10259,10263,10261,4
75,10472,10476,10473,4
76,10543,10546,10544,3
77,10583,10589,10584,6
78,10768,10771,10768,3
79,11188,11190,11188,2
80,11722,11728,11723,6
81,11871,11874,11872,3
82,12170,12174,12173,4
83,12210,12212,12211,2
84,12374,12376,12375,2
85,12434,12438,12436,4
86,12469,12474,12471,5
87,12585,12590,12587,5
88,12693,12697,12696,4
89,13237,13240,13238,3
90,13689,13693,13689,4
91,13723,13727,13725,4
92,13758,13762,13760,4
93,14005,14010,14007,5
94,14102,14104,14103,2
95,14165,14169,14165,4
96,14177,14180,14178,3
97,14212,14217,14215,5
98,14301,14304,14302,3
99,14414,14419,14416,5
100,14617,14622,14617,5
101,14906,14909,14907,3
102,15288,15291,15289,3
103,15432,15435,15433,3
104,15546,15550,15547,4
105,15575,15578,15576,3
106,15689,15693,15690,4
107,15732,15733,15732,1
108,15755,15759,15757,4
109,15827,15831,15829,4
110,15949,15952,15950,3
111,16039,16042,16041,3
112,16068,16071,16070,3
113,16164,16166,16165,2
114,16407,16409,16408,2
115,16467,16472,16470,5
116,16603,16607,16604,4
117,16881,16886,16884,5
118,17033,17036,17034,3
119,17154,17156,17155,2
120,17177,17181,17178,4
121,17285,17288,17286,3
122,17501,17510,17503,9
123,17533,17537,17534,4
124,17669,17674,17671,5
125,17866,17869,17868,3
126,18181,18184,18182,3
127,18365,18369,18367,4
128,18600,18604,18601,4
129,18715,18719,18716,4
130,18904,18908,18906,4
131,18975,18979,18976,4
132,19100,19105,19101,5
133,19201,19206,19202,5
134,19282,19286,19283,4
135,19374,19378,19374,4
136,19486,19490,19487,4
137,19695,19697,19696,2
138,19785,19787,19786,2
139,19840,19847,19843,7
140,19909,19943,19910,34
141,20020,20024,20021,4
142,20049,20052,20050,3
143,20117,20120,20118,3
144,20232,20241,20236,9
145,20421,20424,20422,3
146,20633,20636,20635,3
147,20659,20662,20660,3
148,20688,20690,20689,2
149,20884,20888,20886,4
150,21073,21078,21074,5
151,21185,21189,21187,4
152,21349,21354,21351,5
153,21428,21433,21430,5
154,21549,21553,21552,4
155,21663,21667,21665,4
156,21883,21887,21884,4
157,21905,21910,21907,5
158,22127,22133,22129,6
159,22205,22207,22206,2
160,22433,22437,22435,4
161,22803,22808,22806,5
162,23010,23013,23011,3
163,23181,23186,23181,5
164,23350,23356,23352,6
165,23386,23393,23388,7
166,23471,23475,23473,4
167,23560,23563,23561,3
168,23743,23744,23743,1
169,23765,23767,23766,2
170,23810,23814,23812,4
171,23827,23830,23828,3
172,23887,23891,23889,4
173,23923,23928,23926,5
174,23985,23990,23988,5
175,24044,24047,24045,3
176,24075,24078,24076,3
177,24198,24202,24199,4
178,24374,24379,24378,5
179,24536,24539,24537,3
180,24599,24602,24601,3
181,24709,24715,24712,6
182,24848,24851,24849,3
183,25018,25020,25019,2
184,25044,25048,25046,4
185,25097,25109,25099,12
186,25138,25142,25140,4
187,25177,25181,25179,4
188,25392,25396,25394,4
189,25448,25454,25449,6
190,25477,25479,25478,2
191,25567,25573,25569,6
192,25584,25591,25588,7
193,25752,25758,25756,6
194,25824,25828,25825,4
195,25902,25908,25904,6
196,25914,25925,25915,11
197,25926,25936,25926,10
198,26057,26073,26058,16
199,26161,26169,26164,8
200,26249,26254,26250,5
201,26577,26581,26578,4
202,26606,26607,26606,1
203,26639,26643,26640,4
204,26742,26745,26743,3
205,26941,26944,26942,3
206,27050,27052,27051,2
207,27090,27094,27091,4
208,27160,27164,27162,4
209,27441,27445,27442,4
210,27540,27546,27543,6
211,27655,27659,27657,4
212,27781,27786,27782,5
213,27869,27875,27870,6
214,27967,27972,27969,5
215,28044,28049,28047,5
216,28140,28144,28141,4
217,28282,28286,28283,4
218,28321,28326,28323,5
219,28403,28407,28404,4
220,28512,28516,28513,4
221,28674,28679,28676,5
222,28855,28859,28856,4
223,28883,28886,28885,3
224,29001,29005,29002,4
225,29028,29033,29029,5
226,29072,29075,29073,3
227,29088,29091,29089,3
228,29199,29204,29201,5
229,29298,29302,29301,4
230,29431,29436,29433,5
231,29515,29519,29516,4
232,29545,29546,29545,1
233,29606,29610,29607,4
234,29695,29699,29696,4
235,29807,29811,29808,4
236,30107,30113,30111,6
237,30170,30174,30172,4
238,30263,30267,30264,4
239,30390,30394,30392,4
240,30455,30459,30457,4
241,30555,30557,30556,2
242,30696,30700,30697,4
243,30824,30829,30825,5
244,30917,30921,30918,4
245,30955,30959,30956,4
246,31028,31033,31030,5
247,31124,31126,31124,2
248,31249,31251,31250,2
249,31355,31359,31357,4
250,31420,31423,31421,3
251,31617,31619,31618,2
252,32020,32024,32023,4
253,32142,32145,32144,3
254,32177,32182,32179,5
255,32330,32332,32331,2
256,32523,32526,32524,3
257,32549,32553,32551,4
258,32655,32661,32657,6
259,32939,32943,32941,4
260,33041,33045,33042,4
261,33100,33102,33101,2
262,33183,33187,33184,4
263,33365,33369,33366,4
264,33457,33460,33458,3
265,33545,33547,33546,2
266,33569,33573,33570,4
267,33647,33650,33649,3
268,33914,33917,33916,3
269,34006,34008,34007,2
270,34021,34023,34022,2
271,34137,34142,34141,5
272,34364,34367,34365,3
273,34639,34642,34641,3
274,34694,34699,34696,5
275,34817,34820,34818,3
276,34993,34998,34994,5
277,35045,35049,35046,4
278,35205,35212,35207,7
279,35343,35345,35344,2
280,35352,35361,35354,9
281,35484,35488,35485,4
282,35647,35650,35648,3
283,35718,35722,35719,4
284,35768,35770,35769,2
285,35968,35973,35969,5
286,36207,36211,36208,4
287,36260,36265,36263,5
288,36386,36391,36387,5
289,36670,36674,36671,4
290,36881,36884,36882,3
291,36982,36986,36983,4
292,37080,37083,37082,3
293,37228,37235,37229,7
294,37350,37352,37351,2
295,37379,37387,37379,8
296,37476,37483,37477,7
297,37690,37692,37690,2
298,37800,37803,37801,3
299,37899,37902,37901,3
300,37992,37995,37994,3
301,38462,38465,38463,3
302,38598,38603,38599,5
303,39065,39069,39066,4
304,39141,39145,39142,4
305,39231,39235,39232,4
306,39431,39433,39432,2
307,39530,39533,39532,3
308,39552,39555,39553,3
309,39608,39613,39610,5
310,39847,39850,39849,3
311,39896,39904,39899,8
312,39910,39915,39912,5
313,39975,39980,39977,5
314,40099,40102,40101,3
315,40263,40266,40264,3
316,40305,40309,40306,4
317,40393,40395,40394,2
318,40427,40431,40429,4
319,40522,40528,40524,6
320,40716,40719,40717,3
321,40733,40734,40733,1
322,40784,40786,40784,2
323,40808,40812,40809,4
324,40961,40962,40961,1
325,41069,41072,41070,3
326,41133,41135,41133,2
327,41263,41266,41263,3
328,41380,41384,41382,4
329,41516,41520,41518,4
330,41617,41628,41617,11
331,41757,41763,41760,6
332,41905,41912,41906,7
333,41990,41997,41994,7
334,42316,42319,42318,3
335,42494,42498,42496,4
336,42705,42708,42707,3
337,42846,42851,42847,5
338,42964,42967,42965,3
339,43022,43024,43022,2
340,43105,43109,43107,4
341,43159,43166,43160,7
342,43325,43328,43326,3
343,43376,43379,43377,3
344,43489,43492,43490,3
345,43538,43542,43540,4
346,43609,43612,43610,3
347,43734,43738,43736,4
348,43819,43823,43821,4
349,43958,43962,43960,4
350,44134,44140,44136,6
351,44274,44278,44276,4
352,44313,44316,44314,3
353,44696,44700,44698,4
354,44729,44733,44731,4
355,44779,44784,44780,5
356,44800,44802,44801,2
357,44851,44855,44852,4
358,45004,45008,45006,4
359,45158,45162,45159,4
360,45291,45294,45293,3
361,45366,45370,45367,4
362,45565,45570,45568,5
363,45688,45690,45689,2
364,45776,45780,45779,4
365,45877,45879,45878,2
366,45979,45984,45983,5
367,46056,46059,46057,3
368,46198,46203,46200,5
369,46256,46260,46257,4
370,46506,46511,46509,5
371,46652,46656,46653,4
372,46794,46798,46796,4
373,46904,46907,46905,3
374,46934,46938,46935,4
375,46963,46967,46964,4
376,47026,47032,47028,6
377,47165,47167,47166,2
378,47320,47330,47321,10
379,47416,47419,47418,3
380,47492,47495,47493,3
381,47600,47604,47601,4
382,47687,47691,47688,4
383,47817,47821,47819,4
384,47926,47929,47927,3
385,48106,48109,48107,3
386,48189,48191,48190,2
387,48224,48227,48225,3
388,48276,48280,48277,4
389,48373,48377,48374,4
390,48467,48470,48467,3
391,48528,48533,48531,5
392,48592,48595,48594,3
393,48635,48637,48636,2
394,48677,48680,48679,3
395,48797,48801,48799,4
396,48829,48834,48830,5
397,48869,48872,48870,3
398,48922,48925,48924,3
399,49164,49169,49165,5
400,49302,49303,49302,1
401,49314,49316,49315,2
402,49501,49505,49503,4
403,49596,49599,49597,3
404,49733,49735,49734,2
405,49979,49982,49980,3
406,50120,50122,50121,2
407,50356,50358,50357,2
408,50391,50395,50392,4
409,50455,50459,50456,4
410,50534,50538,50535,4
411,50572,50575,50574,3
412,50714,50717,50715,3
413,51023,51027,51025,4
414,51132,51136,51134,4
415,51291,51293,51292,2
416,51317,51319,51318,2
417,51352,51355,51353,3
418,51532,51535,51533,3
419,51724,51727,51725,3
420,51773,51778,51774,5
421,51893,51896,51895,3
422,52300,52303,52301,3
423,52382,52385,52383,3
424,52477,52480,52479,3
425,52711,52714,52712,3
426,52892,52895,52893,3
427,52947,52952,52951,5
428,53659,53663,53661,4
429,53763,53765,53764,2
430,53910,53915,53912,5
431,54011,54016,54012,5
432,54113,54116,54114,3
433,54187,54191,54188,4
434,54269,54272,54271,3
435,54391,54395,54392,4
436,54524,54527,54525,3
437,54617,54621,54619,4
438,54733,54737,54735,4
439,54802,54803,54802,1
440,54966,54970,54968,4
441,55275,55285,55278,10
442,55337,55342,55339,5
443,55396,55400,55397,4
444,55493,55498,55494,5
445,55567,55571,55568,4
446,55674,55678,55675,4
447,56002,56005,56002,3
448,56078,56081,56079,3
449,56123,56126,56124,3
450,56252,56254,56252,2
451,56391,56393,56392,2
452,56432,56436,56433,4
453,56589,56593,56591,4
454,56742,56743,56742,1
455,56790,56792,56791,2
456,57060,57065,57063,5
457,57366,57371,57366,5
458,57463,57467,57464,4
459,57612,57615,57614,3
460,57738,57741,57739,3
461,57876,57880,57879,4
462,57970,57973,57971,3
463,58044,58045,58044,1
464,58121,58126,58123,5
465,58172,58178,58174,6
466,58322,58324,58323,2
467,58491,58496,58492,5
468,58584,58588,58584,4
469,58652,58656,58653,4
470,58697,58701,58699,4
471,58763,58765,58764,2
472,58852,58856,58853,4
473,58948,58951,58949,3
474,59011,59014,59012,3
475,59091,59094,59092,3
476,59132,59135,59134,3
477,59178,59181,59179,3
478,59214,59219,59216,5
479,59330,59332,59331,2
480,59383,59386,59384,3
481,59443,59445,59444,2
482,59633,59637,59635,4
483,59652,59657,59653,5
484,59672,59676,59673,4
485,59723,59729,59724,6
486,59783,59786,59784,3
487,59820,59825,59821,5
488,59849,59857,59851,8
489,60004,60007,60006,3
490,60046,60050,60047,4
491,60086,60092,60088,6
492,60251,60256,60252,5
493,60396,60399,60397,3
494,60453,60464,60456,11
495,60479,60481,60480,2
496,60603,60607,60604,4
497,60677,60683,60678,6
498,60691,60696,60693,5
499,60741,60745,60742,4
500,60821,60826,60824,5
501,60964,60967,60965,3
502,61003,61007,61004,4
503,61081,61084,61083,3
504,61123,61128,61124,5
505,61173,61175,61174,2
506,61249,61257,61250,8
507,61304,61308,61305,4
508,61487,61494,61488,7
509,61500,61502,61501,2
510,61730,61733,61731,3
511,61849,61853,61850,4
512,62009,62011,62010,2
513,62055,62058,62056,3
514,62230,62235,62231,5
515,62391,62394,62393,3
516,62502,62505,62503,3
517,62669,62671,62670,2
518,62690,62692,62691,2
519,62855,62859,62857,4
520,63012,63017,63015,5
521,63666,63672,63669,6
522,63741,63747,63742,6
523,63972,63977,63973,5
524,64254,64259,64256,5
525,64372,64375,64373,3
526,64391,64395,64392,4
527,64479,64481,64480,2
528,64502,64505,64503,3
529,64657,64661,64658,4
530,64831,64836,64834,5
531,64899,64901,64900,2
532,65117,65121,65119,4
533,65465,65471,65466,6
534,65688,65690,65689,2
535,65930,65936,65932,6
536,65962,65974,65963,12
537,66163,66167,66164,4
538,66182,66187,66183,5
539,66232,66237,66233,5
540,66341,66345,66343,4
541,66679,66681,66680,2
542,66771,66775,66772,4
543,66809,66814,66810,5
544,66939,66942,66940,3
545,67317,67321,67319,4
546,67334,67337,67335,3
547,67532,67535,67534,3
548,67741,67746,67744,5
549,67959,67964,67960,5
550,67995,67998,67996,3
551,68174,68176,68175,2
552,68319,68324,68322,5
553,68452,68459,68455,7
554,68474,68476,68475,2
555,68494,68497,68496,3
556,68620,68623,68621,3
557,68736,68739,68737,3
558,68809,68812,68810,3
559,68906,68909,68907,3
560,68954,68957,68955,3
561,69073,69076,69075,3
562,69101,69105,69102,4
563,69334,69337,69335,3
564,69526,69529,69527,3
565,69761,69765,69763,4
566,69891,69896,69893,5
567,69986,69991,69987,5
568,70075,70079,70078,4
569,70187,70192,70189,5
570,70241,70247,70243,6
571,70984,70987,70985,3
572,71301,71303,71302,2
573,71339,71344,71341,5
574,71361,71367,71361,6
575,71703,71710,71707,7
576,71824,71827,71826,3
577,71948,71953,71951,5
578,71998,72003,72000,5
579,72219,72223,72221,4
580,72258,72260,72259,2
581,72443,72448,72445,5
582,72486,72490,72487,4
583,72637,72641,72638,4
584,72767,72771,72768,4
585,72890,72894,72893,4
586,73015,73020,73017,5
587,73174,73178,73176,4
588,73242,73244,73242,2
589,73311,73312,73311,1
590,73575,73579,73576,4
591,73769,73772,73771,3
592,73822,73825,73823,3
593,73990,73995,73993,5
594,74065,74070,74067,5
595,74220,74223,74221,3
596,74388,74393,74390,5
597,74676,74679,74677,3
598,74835,74838,74836,3
599,74960,74963,74961,3
600,75223,75226,75224,3
601,75318,75320,75319,2
602,75363,75366,75364,3
603,75659,75662,75660,3
604,75891,75895,75893,4
605,76074,76077,76075,3
606,76107,76111,76108,4
607,76430,76431,76430,1
608,76545,76548,76546,3
609,76683,76686,76684,3
610,76807,76809,76808,2
611,76912,76917,76912,5
612,77127,77130,77129,3
613,77442,77444,77443,2
614,77832,77835,77833,3
615,78035,78038,78035,3
616,78311,78313,78312,2
617,78711,78715,78712,4
618,78855,78858,78857,3
619,79084,79088,79086,4
620,79117,79120,79118,3
621,79239,79244,79240,5
622,79273,79277,79274,4
