,Start_blink,End_blink,Blink_frame,No_of_frames
0,7,10,8,3
1,128,128,128,0
2,152,153,152,1
3,348,348,348,0
4,489,489,489,0
5,565,565,565,0
6,617,617,617,0
7,640,657,640,17
8,709,712,709,3
9,732,733,732,1
10,804,804,804,0
11,832,861,832,29
12,1115,1116,1115,1
13,1180,1193,1180,13
14,1407,1408,1407,1
15,1485,1486,1485,1
16,1629,1630,1629,1
17,1731,1732,1731,1
18,1880,1880,1880,0
19,2106,2111,2106,5
20,2271,2272,2271,1
21,2390,2390,2390,0
22,2434,2434,2434,0
23,2481,2481,2481,0
24,2516,2519,2518,3
25,2539,2539,2539,0
26,2550,2550,2550,0
27,2567,2567,2567,0
28,2724,2724,2724,0
29,2880,2882,2880,2
30,2896,2896,2896,0
31,2953,2953,2953,0
32,3025,3027,3025,2
33,3078,3078,3078,0
34,3268,3269,3268,1
35,3404,3409,3404,5
36,3432,3435,3434,3
37,3530,3530,3530,0
38,3569,3587,3570,18
39,3655,3658,3656,3
40,3679,3682,3679,3
41,3760,3769,3760,9
42,3843,3844,3843,1
43,3933,3936,3933,3
44,4018,4019,4018,1
45,4110,4112,4110,2
46,4263,4265,4263,2
47,4321,4322,4321,1
48,4506,4506,4506,0
49,4552,4553,4552,1
50,4589,4590,4589,1
51,4621,4621,4621,0
52,4757,4757,4757,0
53,4880,4882,4880,2
54,5023,5024,5023,1
55,5180,5181,5180,1
56,5225,5226,5225,1
57,5428,5434,5428,6
58,5602,5603,5602,1
59,5785,5785,5785,0
60,5863,5863,5863,0
61,6009,6010,6009,1
62,6119,6136,6119,17
63,6212,6213,6212,1
64,6261,6263,6261,2
65,6497,6501,6499,4
66,6620,6622,6620,2
67,6835,6835,6835,0
68,6871,6871,6871,0
69,7078,7079,7078,1
70,7132,7132,7132,0
71,7149,7150,7149,1
72,7247,7247,7247,0
73,7331,7331,7331,0
74,7379,7379,7379,0
75,7434,7435,7434,1
76,7559,7559,7559,0
77,7611,7611,7611,0
78,7643,7643,7643,0
79,7777,7778,7777,1
80,7848,7863,7848,15
81,7963,7963,7963,0
82,8176,8180,8176,4
83,8318,8319,8318,1
84,8412,8415,8412,3
85,8553,8554,8553,1
86,8600,8600,8600,0
87,8695,8695,8695,0
88,8722,8734,8722,12
89,8830,8835,8830,5
90,8863,8871,8863,8
91,8937,8942,8939,5
92,8992,8994,8993,2
93,9066,9067,9066,1
94,9171,9173,9171,2
95,9267,9268,9267,1
96,9356,9358,9356,2
97,9473,9476,9473,3
98,9655,9655,9655,0
99,9770,9770,9770,0
100,9814,9834,9814,20
101,9928,9928,9928,0
102,10119,10120,10119,1
103,10296,10300,10296,4
104,10408,10408,10408,0
105,10579,10581,10579,2
106,10675,10675,10675,0
107,10770,10770,10770,0
108,10824,10826,10824,2
109,10903,10904,10903,1
110,11020,11024,11020,4
111,11113,11114,11113,1
112,11305,11305,11305,0
113,11434,11434,11434,0
114,11519,11522,11519,3
115,11577,11577,11577,0
116,11611,11614,11611,3
117,11679,11681,11679,2
118,11750,11751,11750,1
119,11854,11857,11854,3
120,11917,11917,11917,0
121,11983,11983,11983,0
122,12082,12082,12082,0
123,12175,12180,12175,5
124,12246,12247,12246,1
125,12339,12341,12339,2
126,12437,12437,12437,0
127,12514,12519,12514,5
128,12670,12670,12670,0
129,12762,12762,12762,0
130,12879,12880,12879,1
131,12954,12955,12954,1
132,13009,13013,13009,4
133,13200,13205,13200,5
134,13253,13253,13253,0
135,13406,13406,13406,0
136,13441,13441,13441,0
137,13482,13482,13482,0
138,13542,13543,13542,1
139,13686,13686,13686,0
140,13753,13755,13753,2
141,13875,13875,13875,0
142,13982,13984,13982,2
143,14071,14072,14071,1
144,14102,14103,14102,1
145,14157,14158,14157,1
146,14232,14234,14232,2
147,14290,14290,14290,0
148,14381,14381,14381,0
149,14487,14488,14487,1
150,14583,14584,14583,1
151,14598,14599,14598,1
152,14691,14692,14691,1
153,14721,14722,14721,1
154,14787,14788,14787,1
155,14828,14829,14828,1
156,14889,14893,14891,4
157,14977,14977,14977,0
158,15038,15039,15038,1
159,15084,15085,15084,1
160,15175,15176,15175,1
161,15254,15257,15254,3
162,15334,15335,15334,1
163,15395,15395,15395,0
164,15415,15416,15415,1
165,15498,15498,15498,0
166,15654,15655,15654,1
167,15781,15783,15781,2
168,15894,15895,15894,1
169,15975,15977,15975,2
170,16067,16067,16067,0
171,16142,16152,16142,10
172,16176,16176,16176,0
173,16228,16229,16228,1
174,16312,16314,16312,2
175,16376,16376,16376,0
176,16430,16430,16430,0
177,16604,16608,16604,4
178,16673,16673,16673,0
179,16699,16702,16699,3
180,16870,16870,16870,0
181,16968,16968,16968,0
182,17039,17039,17039,0
183,17123,17128,17123,5
184,17188,17190,17188,2
185,17264,17264,17264,0
186,17322,17325,17322,3
187,17393,17395,17393,2
188,17497,17497,17497,0
189,17612,17612,17612,0
190,17709,17709,17709,0
191,17774,17774,17774,0
192,17843,17848,17843,5
193,17938,17938,17938,0
194,17987,17988,17987,1
195,18120,18123,18120,3
196,18193,18199,18193,6
197,18222,18222,18222,0
198,18290,18290,18290,0
199,18333,18333,18333,0
200,18415,18415,18415,0
201,18501,18502,18501,1
202,18559,18561,18559,2
203,18630,18630,18630,0
204,18674,18674,18674,0
205,18727,18729,18727,2
206,18771,18771,18771,0
207,18815,18816,18815,1
208,18846,18848,18846,2
209,18910,18910,18910,0
210,18944,18945,18944,1
211,19017,19018,19017,1
212,19092,19093,19092,1
213,19139,19140,19139,1
214,19188,19189,19188,1
215,19253,19253,19253,0
216,19305,19307,19305,2
217,19346,19346,19346,0
218,19487,19488,19487,1
219,19552,19552,19552,0
220,19616,19616,19616,0
221,19700,19700,19700,0
222,19758,19758,19758,0
223,19986,19986,19986,0
224,20109,20113,20109,4
225,20211,20214,20211,3
226,20340,20340,20340,0
227,20409,20410,20409,1
228,20486,20487,20486,1
229,20593,20593,20593,0
230,20699,20700,20699,1
231,20783,20785,20783,2
232,20835,20838,20835,3
233,20854,20857,20854,3
234,20898,20919,20898,21
235,20940,20942,20940,2
236,20977,20980,20977,3
237,21035,21036,21035,1
238,21142,21142,21142,0
239,21173,21173,21173,0
240,21389,21389,21389,0
241,21469,21471,21469,2
242,21724,21726,21724,2
243,21811,21811,21811,0
244,21913,21917,21913,4
245,21994,21994,21994,0
246,22067,22068,22067,1
247,22106,22108,22106,2
248,22186,22187,22186,1
249,22354,22354,22354,0
250,22384,22385,22384,1
251,22475,22475,22475,0
252,22510,22511,22510,1
253,22573,22576,22573,3
254,22652,22653,22652,1
255,22728,22729,22728,1
256,22806,22807,22806,1
257,22858,22869,22858,11
258,22905,22907,22905,2
259,22960,22960,22960,0
260,23011,23016,23011,5
261,23077,23089,23077,12
262,23129,23129,23129,0
263,23204,23207,23204,3
264,23273,23273,23273,0
265,23324,23326,23324,2
266,23565,23566,23565,1
267,23643,23643,23643,0
268,23753,23755,23753,2
269,23897,23899,23897,2
270,24036,24037,24036,1
271,24138,24138,24138,0
272,24180,24182,24181,2
273,24426,24426,24426,0
274,24487,24488,24487,1
275,24575,24575,24575,0
276,24709,24709,24709,0
277,24769,24771,24769,2
278,24896,24896,24896,0
279,24979,24980,24979,1
280,25056,25059,25056,3
281,25105,25111,25107,6
282,25195,25198,25195,3
283,25260,25263,25260,3
284,25321,25321,25321,0
285,25340,25341,25340,1
286,25418,25418,25418,0
287,25452,25452,25452,0
288,25477,25478,25477,1
289,25526,25529,25526,3
290,25584,25586,25584,2
291,25675,25678,25675,3
292,25868,25871,25868,3
293,25939,25943,25941,4
294,26005,26006,26005,1
295,26065,26066,26065,1
296,26223,26225,26223,2
297,26328,26329,26328,1
298,26440,26441,26440,1
299,26542,26545,26542,3
300,26609,26609,26609,0
301,26655,26655,26655,0
302,26745,26745,26745,0
303,26788,26788,26788,0
304,26925,26926,26925,1
305,27019,27020,27019,1
306,27102,27105,27102,3
307,27219,27220,27219,1
308,27281,27281,27281,0
309,27343,27343,27343,0
310,27462,27464,27462,2
311,27655,27657,27655,2
312,27803,27805,27803,2
313,27839,27843,27839,4
314,27889,27890,27889,1
315,27947,27948,27947,1
316,28018,28020,28018,2
317,28085,28086,28085,1
318,28154,28154,28154,0
319,28222,28226,28222,4
320,28272,28274,28272,2
321,28314,28314,28314,0
322,28379,28380,28379,1
323,28483,28487,28483,4
324,28552,28553,28552,1
325,28668,28670,28668,2
326,28688,28688,28688,0
327,28739,28739,28739,0
328,28840,28840,28840,0
329,28940,28941,28940,1
330,29025,29026,29025,1
331,29077,29077,29077,0
332,29197,29198,29197,1
333,29365,29365,29365,0
334,29486,29488,29486,2
335,29563,29564,29563,1
336,29847,29850,29847,3
337,29886,29887,29886,1
338,30030,30031,30030,1
339,30338,30340,30338,2
340,30476,30476,30476,0
341,30822,30825,30822,3
342,31018,31018,31018,0
343,31041,31041,31041,0
344,31581,31582,31581,1
345,31666,31666,31666,0
346,31968,31969,31968,1
347,32780,32780,32780,0
348,32871,32872,32871,1
349,33007,33007,33007,0
350,33145,33145,33145,0
351,33353,33354,33353,1
352,33553,33554,33553,1
353,33718,33718,33718,0
354,33942,33945,33942,3
355,34188,34188,34188,0
356,34685,34685,34685,0
357,34709,34709,34709,0
358,34766,34766,34766,0
359,34834,34834,34834,0
360,35279,35283,35279,4
361,35461,35462,35461,1
362,35625,35625,35625,0
363,35777,35777,35777,0
364,36019,36019,36019,0
365,36084,36084,36084,0
366,36226,36226,36226,0
367,36331,36331,36331,0
368,36445,36445,36445,0
369,36874,36874,36874,0
370,37019,37026,37019,7
371,37414,37414,37414,0
372,37532,37536,37532,4
373,37706,37706,37706,0
374,38083,38084,38083,1
375,38238,38239,38238,1
376,38662,38662,38662,0
377,38946,38946,38946,0
378,39098,39102,39098,4
379,39233,39233,39233,0
380,39347,39347,39347,0
381,39428,39428,39428,0
382,39581,39581,39581,0
383,39745,39751,39745,6
384,39853,39855,39853,2
385,39947,39950,39947,3
386,39982,39983,39982,1
387,40103,40106,40103,3
388,40313,40313,40313,0
389,40720,40721,40720,1
390,40795,40795,40795,0
391,40884,40885,40884,1
392,40958,40959,40958,1
393,41091,41091,41091,0
394,41143,41144,41143,1
395,41362,41362,41362,0
396,41442,41443,41442,1
397,41541,41541,41541,0
398,41587,41610,41587,23
399,41723,41723,41723,0
400,41855,41856,41855,1
401,41933,41933,41933,0
402,42037,42042,42037,5
403,42110,42111,42110,1
404,42216,42218,42216,2
405,42343,42344,42343,1
406,42521,42521,42521,0
407,42709,42709,42709,0
408,42803,42805,42803,2
409,42894,42899,42894,5
410,42957,42957,42957,0
411,42999,43008,42999,9
412,43122,43123,43122,1
413,43218,43218,43218,0
414,43262,43262,43262,0
415,43308,43308,43308,0
416,43411,43413,43411,2
417,43733,43734,43733,1
418,43798,43801,43798,3
419,44082,44087,44082,5
420,44185,44186,44185,1
421,44289,44289,44289,0
422,44576,44576,44576,0
423,44716,44716,44716,0
424,44851,44851,44851,0
425,45195,45196,45195,1
426,45293,45296,45293,3
427,45402,45402,45402,0
428,45510,45521,45512,11
429,45555,45555,45555,0
430,45658,45662,45658,4
431,45796,45796,45796,0
432,45962,45963,45962,1
433,46074,46074,46074,0
434,46104,46104,46104,0
435,46144,46149,46144,5
436,46213,46213,46213,0
437,46278,46279,46278,1
438,46374,46374,46374,0
439,46434,46434,46434,0
440,46535,46537,46535,2
441,46641,46642,46641,1
442,46938,46939,46938,1
443,47114,47115,47114,1
444,47243,47244,47243,1
445,47273,47278,47276,5
446,47341,47344,47341,3
447,47411,47411,47411,0
448,47695,47698,47695,3
449,47891,47892,47891,1
450,48088,48088,48088,0
451,48188,48188,48188,0
452,48273,48273,48273,0
453,48381,48385,48381,4
454,48533,48534,48533,1
455,48602,48603,48602,1
456,48842,48845,48844,3
457,48952,48954,48952,2
458,49084,49086,49084,2
459,49202,49202,49202,0
460,49296,49299,49296,3
461,49433,49434,49433,1
462,49524,49524,49524,0
463,49647,49647,49647,0
464,49719,49721,49719,2
465,49837,49842,49837,5
466,49981,49981,49981,0
467,50176,50178,50176,2
468,50235,50236,50235,1
469,50346,50346,50346,0
470,50428,50429,50428,1
471,50486,50490,50486,4
472,50557,50557,50557,0
473,50579,50580,50579,1
474,50684,50684,50684,0
475,50708,50709,50708,1
476,50781,50782,50781,1
477,50930,50931,50930,1
478,51071,51075,51071,4
479,51125,51125,51125,0
480,51250,51251,51250,1
481,51341,51344,51341,3
482,51389,51390,51389,1
483,51482,51482,51482,0
484,51537,51538,51537,1
485,51763,51763,51763,0
486,51795,51795,51795,0
487,51857,51857,51857,0
488,52131,52151,52131,20
489,52179,52182,52179,3
490,52370,52376,52370,6
491,52529,52532,52529,3
492,52647,52650,52647,3
493,52815,52815,52815,0
494,53088,53088,53088,0
495,53393,53395,53393,2
496,53499,53499,53499,0
497,53602,53603,53602,1
498,53731,53736,53734,5
499,53893,53894,53893,1
500,54036,54036,54036,0
501,54135,54140,54135,5
502,54240,54244,54240,4
503,54313,54315,54314,2
504,54412,54415,54412,3
505,54502,54503,54502,1
506,54614,54614,54614,0
507,54727,54731,54727,4
508,54852,54852,54852,0
509,54911,54911,54911,0
510,55043,55043,55043,0
511,55189,55190,55189,1
512,55224,55225,55224,1
513,55456,55456,55456,0
514,55494,55494,55494,0
515,55527,55528,55527,1
516,55568,55571,55568,3
517,55710,55715,55710,5
518,55766,55766,55766,0
519,55848,55849,55848,1
520,55995,55997,55995,2
521,56082,56082,56082,0
522,56173,56177,56173,4
523,56259,56262,56259,3
524,56340,56341,56340,1
525,56408,56409,56408,1
526,56502,56502,56502,0
527,56560,56561,56560,1
528,56617,56626,56617,9
529,56650,56657,56650,7
530,56829,56830,56829,1
531,56970,56970,56970,0
532,57000,57007,57000,7
533,57061,57062,57061,1
534,57106,57111,57106,5
535,57190,57191,57190,1
536,57329,57329,57329,0
537,57723,57723,57723,0
538,57890,57890,57890,0
539,58054,58055,58054,1
540,58091,58092,58091,1
541,58149,58150,58149,1
542,58168,58168,58168,0
543,58211,58219,58211,8
544,58316,58316,58316,0
545,58428,58428,58428,0
546,58751,58775,58751,24
547,59349,59349,59349,0
548,59407,59410,59407,3
549,59616,59619,59616,3
550,59911,59911,59911,0
551,59994,59995,59994,1
552,60122,60123,60122,1
553,60394,60400,60394,6
554,60413,60413,60413,0
555,60652,60655,60652,3
556,60948,60948,60948,0
557,61089,61093,61089,4
558,61349,61350,61349,1
559,61628,61628,61628,0
560,61864,61864,61864,0
561,61981,61981,61981,0
562,62040,62041,62040,1
563,62086,62088,62086,2
564,62173,62182,62173,9
565,62277,62277,62277,0
566,62370,62370,62370,0
567,62432,62435,62432,3
568,62534,62534,62534,0
569,62738,62738,62738,0
570,62892,62893,62892,1
571,62999,63001,62999,2
572,63243,63246,63243,3
573,63387,63387,63387,0
574,63538,63538,63538,0
575,63669,63670,63669,1
576,63812,63814,63812,2
577,64041,64041,64041,0
578,64295,64295,64295,0
579,64382,64382,64382,0
580,64559,64560,64559,1
581,64630,64633,64630,3
582,64888,64888,64888,0
583,65013,65016,65013,3
584,65079,65079,65079,0
585,65271,65272,65271,1
586,65391,65391,65391,0
587,65505,65506,65505,1
588,65522,65522,65522,0
589,65616,65620,65616,4
590,65807,65810,65807,3
591,65993,65993,65993,0
592,66203,66212,66203,9
593,66227,66227,66227,0
594,66312,66314,66312,2
595,66446,66448,66446,2
596,66460,66461,66460,1
597,66598,66598,66598,0
598,66762,66765,66762,3
599,66939,66939,66939,0
600,67106,67106,67106,0
601,67343,67343,67343,0
602,67575,67578,67575,3
603,67677,67678,67677,1
604,67783,67784,67783,1
605,67798,67799,67798,1
606,67889,67894,67889,5
607,67999,68000,67999,1
608,68147,68147,68147,0
609,68254,68255,68254,1
610,68337,68338,68337,1
611,68477,68477,68477,0
612,68530,68530,68530,0
613,68620,68621,68620,1
614,68676,68676,68676,0
615,68768,68769,68768,1
616,68827,68829,68827,2
617,68885,68885,68885,0
618,69233,69235,69233,2
619,69323,69323,69323,0
620,69439,69440,69439,1
621,69516,69527,69516,11
622,69746,69748,69746,2
623,69769,69777,69769,8
624,69871,69875,69873,4
625,69910,69916,69913,6
626,70060,70060,70060,0
627,70190,70195,70193,5
628,70378,70380,70378,2
629,70442,70445,70442,3
630,70531,70542,70531,11
631,70635,70638,70635,3
632,70841,70846,70841,5
633,71002,71005,71002,3
634,71029,71029,71029,0
635,71200,71200,71200,0
636,71235,71235,71235,0
637,71245,71245,71245,0
638,71463,71463,71463,0
639,71652,71652,71652,0
640,71924,71924,71924,0
641,71944,71944,71944,0
642,72029,72032,72029,3
643,72092,72093,72092,1
644,72301,72302,72301,1
645,72413,72414,72413,1
646,72674,72674,72674,0
647,72768,72768,72768,0
648,72803,72807,72803,4
649,72962,72962,72962,0
650,73359,73359,73359,0
651,73394,73395,73394,1
652,73753,73757,73753,4
653,73869,73870,73869,1
654,74038,74038,74038,0
655,74106,74107,74106,1
656,74216,74216,74216,0
657,74364,74364,74364,0
658,74555,74555,74555,0
659,74659,74659,74659,0
660,74741,74743,74741,2
661,75183,75187,75183,4
662,75297,75297,75297,0
663,75417,75417,75417,0
664,75590,75591,75590,1
665,75646,75651,75646,5
666,75897,75897,75897,0
667,75998,75999,75998,1
668,76027,76027,76027,0
669,76045,76049,76045,4
670,76148,76150,76148,2
671,76268,76274,76268,6
672,76354,76359,76354,5
673,76489,76489,76489,0
674,76660,76663,76660,3
675,76769,76769,76769,0
676,76969,76969,76969,0
677,77060,77065,77060,5
678,77466,77466,77466,0
679,77560,77560,77560,0
680,77719,77719,77719,0
681,77787,77792,77787,5
682,77942,77942,77942,0
683,78049,78049,78049,0
684,78188,78188,78188,0
685,78265,78265,78265,0
686,78559,78559,78559,0
687,78808,78812,78808,4
688,78912,78912,78912,0
689,79025,79027,79025,2
690,79117,79117,79117,0
691,79753,79754,79753,1
692,79819,79820,79819,1
693,79971,79971,79971,0
694,80055,80057,80055,2
695,80099,80099,80099,0
696,80743,80743,80743,0
697,80780,80783,80780,3
698,80879,80880,80879,1
699,80891,80894,80891,3
700,81348,81352,81348,4
701,81391,81391,81391,0
702,81498,81498,81498,0
703,81510,81510,81510,0
704,81588,81588,81588,0
705,81725,81728,81725,3
706,82000,82001,82000,1
707,82102,82102,82102,0
708,82274,82276,82274,2
709,82882,82882,82882,0
710,83152,83152,83152,0
711,83240,83241,83240,1
712,83357,83357,83357,0
713,83386,83386,83386,0
714,83701,83701,83701,0
715,83783,83788,83783,5
716,83875,83875,83875,0
717,83905,83910,83905,5
718,84083,84084,84083,1
719,84188,84191,84188,3
720,84513,84513,84513,0
721,84654,84654,84654,0
722,84745,84745,84745,0
723,84906,84915,84906,9
724,85102,85102,85102,0
725,85176,85176,85176,0
726,85486,85486,85486,0
727,85586,85587,85586,1
728,85704,85704,85704,0
729,85762,85762,85762,0
730,85842,85842,85842,0
731,86207,86208,86207,1
732,86396,86396,86396,0
733,86525,86526,86525,1
