,Start_blink,End_blink,Blink_frame,No_of_frames
0,33,66,33,33
1,89,96,91,7
2,154,163,157,9
3,205,211,205,6
4,353,363,353,10
5,483,494,483,11
6,531,561,531,30
7,626,628,626,2
8,663,683,663,20
9,702,1071,702,369
10,1072,1081,1072,9
11,1173,1177,1173,4
12,1296,1324,1299,28
13,1337,1342,1339,5
14,1357,1360,1358,3
15,1376,1384,1376,8
16,1545,1551,1547,6
17,2254,2273,2254,19
18,2434,2463,2434,29
19,2622,2646,2622,24
20,2647,2651,2647,4
21,2932,2940,2935,8
22,3070,3082,3070,12
23,3099,3104,3101,5
24,3870,3875,3873,5
25,3933,4002,3933,69
26,4003,4024,4003,21
27,4125,4132,4125,7
28,4536,4596,4536,60
29,4636,4886,4636,250
30,5046,5085,5046,39
31,5182,5236,5185,54
32,5253,5258,5255,5
33,5293,5295,5293,2
34,5330,5354,5333,24
35,5406,5465,5409,59
36,5485,5487,5485,2
37,5585,5609,5585,24
38,5610,5613,5610,3
39,5752,5767,5752,15
40,5768,5769,5768,1
41,6489,6506,6492,17
42,6571,6575,6573,4
43,6636,6643,6637,7
44,6715,6724,6715,9
45,6793,6812,6793,19
46,7187,7201,7188,14
47,7251,7263,7251,12
48,7264,7268,7264,4
49,7806,7811,7806,5
50,8004,8008,8006,4
51,8035,8055,8035,20
52,8233,8256,8233,23
53,8550,8557,8550,7
54,8600,8613,8600,13
55,8614,8616,8614,2
56,8663,8680,8663,17
57,8681,8683,8681,2
58,8732,8780,8732,48
59,8781,8784,8781,3
60,8885,8890,8885,5
61,8950,8955,8950,5
62,9051,9057,9051,6
63,9198,9210,9201,12
64,9273,9276,9273,3
65,9359,9376,9359,17
66,9377,9381,9377,4
67,9565,9570,9565,5
68,9666,9672,9666,6
69,9749,9756,9749,7
70,9773,9778,9773,5
71,10020,10022,10020,2
72,10040,10043,10040,3
73,10283,10287,10283,4
74,10322,10327,10322,5
75,10384,10389,10384,5
76,10507,10513,10507,6
77,10522,10525,10522,3
78,10682,10687,10682,5
79,10744,10755,10747,11
80,10876,10882,10879,6
81,10996,11000,10996,4
82,11119,11122,11119,3
83,11242,11255,11242,13
84,11413,11415,11413,2
85,11445,11448,11445,3
86,11470,11480,11470,10
87,11627,11639,11627,12
88,11794,11799,11794,5
89,11964,11977,11967,13
90,12089,12097,12089,8
91,12283,12286,12283,3
92,12338,12342,12339,4
93,12388,12393,12388,5
94,12477,12569,12477,92
95,12574,12578,12574,4
96,12596,12599,12596,3
97,12655,12659,12655,4
98,12704,12707,12704,3
99,12752,12755,12752,3
100,12803,12808,12803,5
101,12814,12821,12816,7
102,12868,12871,12868,3
103,12910,12913,12910,3
104,12951,12956,12951,5
105,13055,13058,13055,3
106,13100,13103,13100,3
107,13145,13150,13145,5
108,13178,13183,13178,5
109,13281,13300,13281,19
110,13349,13352,13349,3
111,13413,13418,13415,5
112,13478,13483,13480,5
113,13576,13580,13578,4
114,13592,13601,13595,9
115,13667,13678,13670,11
116,13711,13718,13714,7
117,13756,13779,13759,23
118,13789,13799,13791,10
119,13815,13824,13818,9
120,13866,13875,13869,9
121,13915,13924,13918,9
122,13962,13970,13965,8
123,14025,14029,14027,4
124,14048,14055,14050,7
125,14100,14110,14100,10
126,14122,14127,14124,5
127,14155,14160,14157,5
128,14201,14205,14201,4
129,14268,14290,14268,22
130,14343,14430,14343,87
131,14431,14434,14431,3
132,14496,14502,14496,6
133,14551,14560,14551,9
134,14626,14630,14626,4
135,14694,14702,14694,8
136,14703,14706,14703,3
137,14823,14826,14823,3
138,14867,14871,14869,4
139,14928,14934,14928,6
140,14974,14977,14974,3
141,14989,15002,14989,13
142,15079,15082,15079,3
143,15116,15119,15116,3
144,15164,15166,15164,2
145,15205,15209,15205,4
146,15246,15252,15246,6
147,15287,15292,15287,5
148,15326,15333,15326,7
149,15375,15379,15375,4
150,15411,15414,15411,3
151,15433,15436,15433,3
152,15500,15503,15500,3
153,15564,15569,15564,5
154,15645,15649,15647,4
155,15771,15776,15773,5
156,15875,15878,15875,3
157,15954,15959,15954,5
158,15998,16000,15998,2
159,16072,16076,16072,4
160,16110,16113,16110,3
161,16169,16175,16171,6
162,16207,16212,16209,5
